Employee ID,Tier,Question #,Role,Tier,Element,Question Type,Question,Numeric Response,Response
test employee 16,Executive,12,Resource,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 16,Operational,13,Resource,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 16,Operational,14,Resource,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,Somewhat disagree
test employee 16,Operational,15,Resource,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,1,Disagree
test employee 16,Operational,16,Resource,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,3,Somewhat agree
test employee 16,Operational,17,Resource,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,Disagree
test employee 16,Operational,18,Resource,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,Disagree
test employee 16,Operational,19,Resource,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 16,Operational,20,Resource,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,Somewhat agree
test employee 16,Operational,21,Resource,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,1,Disagree
test employee 16,Operational,22,Resource,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 16,Operational,23,Resource,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 16,Operational,24,Resource,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,3,Somewhat agree
test employee 16,Transactional,25,Resource,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,Somewhat disagree
test employee 16,Transactional,26,Resource,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,Somewhat disagree
test employee 16,Transactional,27,Resource,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 16,Transactional,28,Resource,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,3,Somewhat agree
test employee 16,Transactional,29,Resource,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 16,Transactional,30,Resource,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,Disagree
test employee 16,Transactional,31,Resource,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 16,Transactional,32,Resource,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,1,Disagree
test employee 16,Transactional,33,Resource,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,2,Somewhat disagree
test employee 16,Transactional,34,Resource,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,Disagree
test employee 16,Transactional,35,Resource,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,Somewhat disagree
test employee 16,Transactional,36,Resource,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,4,Agree
test employee 17,Executive,1,Resource,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,Somewhat disagree
test employee 17,Executive,2,Resource,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,3,Somewhat agree
test employee 17,Executive,3,Resource,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,Somewhat agree
test employee 17,Executive,4,Resource,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,Somewhat agree
test employee 17,Executive,5,Resource,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 17,Executive,6,Resource,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,3,Somewhat agree
test employee 17,Executive,7,Resource,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,Somewhat disagree
test employee 17,Executive,8,Resource,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,3,Somewhat agree
test employee 17,Executive,9,Resource,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,Somewhat disagree
test employee 17,Executive,10,Resource,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,Disagree
test employee 17,Executive,11,Resource,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 17,Executive,12,Resource,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 17,Operational,13,Resource,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,Somewhat agree
test employee 17,Operational,14,Resource,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,Somewhat disagree
test employee 17,Operational,15,Resource,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,1,Disagree
test employee 17,Operational,16,Resource,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 17,Operational,17,Resource,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,3,Somewhat agree
test employee 17,Operational,18,Resource,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,Disagree
test employee 17,Operational,19,Resource,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,Somewhat agree
test employee 17,Operational,20,Resource,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 17,Operational,21,Resource,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,Somewhat disagree
test employee 17,Operational,22,Resource,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 17,Operational,23,Resource,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 17,Operational,24,Resource,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,Disagree
test employee 17,Transactional,25,Resource,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,Somewhat disagree
test employee 17,Transactional,26,Resource,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,Somewhat agree
test employee 17,Transactional,27,Resource,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,Somewhat disagree
test employee 17,Transactional,28,Resource,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,Somewhat disagree
test employee 17,Transactional,29,Resource,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,3,Somewhat agree
test employee 17,Transactional,30,Resource,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,2,Somewhat disagree
test employee 17,Transactional,31,Resource,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 17,Transactional,32,Resource,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,3,Somewhat agree
test employee 17,Transactional,33,Resource,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 17,Transactional,34,Resource,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,2,Somewhat disagree
test employee 17,Transactional,35,Resource,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,Somewhat disagree
test employee 17,Transactional,36,Resource,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 18,Executive,1,Resource,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,Somewhat disagree
test employee 18,Executive,2,Resource,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 18,Executive,3,Resource,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 18,Executive,4,Resource,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,Agree
test employee 18,Executive,5,Resource,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,Somewhat disagree
test employee 18,Executive,6,Resource,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,Somewhat disagree
test employee 18,Executive,7,Resource,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,Somewhat disagree
test employee 18,Executive,8,Resource,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,3,Somewhat agree
test employee 18,Executive,9,Resource,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,Somewhat agree
test employee 18,Executive,10,Resource,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,Disagree
test employee 18,Executive,11,Resource,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,2,Somewhat disagree
test employee 18,Executive,12,Resource,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 18,Operational,13,Resource,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,Somewhat agree
test employee 18,Operational,14,Resource,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,Somewhat disagree
test employee 18,Operational,15,Resource,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,1,Disagree
test employee 18,Operational,16,Resource,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,3,Somewhat agree
test employee 18,Operational,17,Resource,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 18,Operational,18,Resource,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,Somewhat disagree
test employee 18,Operational,19,Resource,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,Somewhat agree
test employee 18,Operational,20,Resource,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 18,Operational,21,Resource,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,1,Disagree
test employee 18,Operational,22,Resource,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,Somewhat agree
test employee 18,Operational,23,Resource,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 18,Operational,24,Resource,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,Disagree
test employee 18,Transactional,25,Resource,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,Somewhat agree
test employee 18,Transactional,26,Resource,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,Somewhat disagree
test employee 18,Transactional,27,Resource,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,Somewhat disagree
test employee 18,Transactional,28,Resource,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,1,Disagree
test employee 18,Transactional,29,Resource,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,3,Somewhat agree
test employee 18,Transactional,30,Resource,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,Disagree
test employee 18,Transactional,31,Resource,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 18,Transactional,32,Resource,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,Somewhat disagree
test employee 18,Transactional,33,Resource,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 18,Transactional,34,Resource,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,3,Somewhat agree
test employee 18,Transactional,35,Resource,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,Somewhat disagree
test employee 18,Transactional,36,Resource,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,Somewhat agree
test employee 19,Executive,1,Resource,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,Somewhat agree
test employee 19,Executive,2,Resource,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 19,Executive,3,Resource,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,Somewhat disagree
test employee 19,Executive,4,Resource,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,Somewhat agree
test employee 19,Executive,5,Resource,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,Somewhat agree
test employee 19,Executive,6,Resource,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,3,Somewhat agree
test employee 19,Executive,7,Resource,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,Somewhat disagree
test employee 19,Executive,8,Resource,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,Somewhat disagree
test employee 19,Executive,9,Resource,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,Somewhat agree
test employee 19,Executive,10,Resource,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,Disagree
test employee 19,Executive,11,Resource,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 19,Executive,12,Resource,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 19,Operational,13,Resource,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 19,Operational,14,Resource,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,Somewhat disagree
test employee 19,Operational,15,Resource,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,Somewhat agree
test employee 19,Operational,16,Resource,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 19,Operational,17,Resource,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 19,Operational,18,Resource,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,3,Somewhat agree
test employee 19,Operational,19,Resource,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,2,Somewhat disagree
test employee 19,Operational,20,Resource,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,Somewhat agree
test employee 19,Operational,21,Resource,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,Somewhat disagree
test employee 19,Operational,22,Resource,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 19,Operational,23,Resource,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 19,Operational,24,Resource,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 19,Transactional,25,Resource,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,Somewhat agree
test employee 19,Transactional,26,Resource,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,Somewhat agree
test employee 19,Transactional,27,Resource,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,Somewhat disagree
test employee 19,Transactional,28,Resource,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,1,Disagree
test employee 19,Transactional,29,Resource,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,Somewhat disagree
test employee 19,Transactional,30,Resource,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,2,Somewhat disagree
test employee 19,Transactional,31,Resource,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 19,Transactional,32,Resource,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,Somewhat disagree
test employee 19,Transactional,33,Resource,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,Somewhat agree
test employee 19,Transactional,34,Resource,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,3,Somewhat agree
test employee 19,Transactional,35,Resource,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,Somewhat disagree
test employee 19,Transactional,36,Resource,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,4,Agree
test employee 20,Executive,1,Resource,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,Somewhat disagree
test employee 20,Executive,2,Resource,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,4,Agree
test employee 20,Executive,3,Resource,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,Somewhat agree
test employee 20,Executive,4,Resource,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,Somewhat disagree
test employee 20,Executive,5,Resource,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,Somewhat disagree
test employee 20,Executive,6,Resource,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,Somewhat disagree
test employee 20,Executive,7,Resource,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 20,Executive,8,Resource,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,Somewhat disagree
test employee 20,Executive,9,Resource,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,4,Agree
test employee 20,Executive,10,Resource,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,Disagree
test employee 20,Executive,11,Resource,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,Somewhat agree
test employee 20,Executive,12,Resource,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,Somewhat agree
test employee 20,Operational,13,Resource,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 20,Operational,14,Resource,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,Somewhat agree
test employee 20,Operational,15,Resource,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,Somewhat agree
test employee 20,Operational,16,Resource,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,Somewhat disagree
test employee 20,Operational,17,Resource,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 20,Operational,18,Resource,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,Somewhat disagree
test employee 20,Operational,19,Resource,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,2,Somewhat disagree
test employee 20,Operational,20,Resource,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 20,Operational,21,Resource,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,3,Somewhat agree
test employee 20,Operational,22,Resource,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,Agree
test employee 20,Operational,23,Resource,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 20,Operational,24,Resource,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
test employee 20,Transactional,25,Resource,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,Somewhat agree
test employee 20,Transactional,26,Resource,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,Somewhat agree
test employee 20,Transactional,27,Resource,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,Somewhat agree
test employee 20,Transactional,28,Resource,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,Somewhat disagree
test employee 20,Transactional,29,Resource,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,3,Somewhat agree
test employee 20,Transactional,30,Resource,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,2,Somewhat disagree
test employee 20,Transactional,31,Resource,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,Somewhat agree
test employee 20,Transactional,32,Resource,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,1,Disagree
test employee 20,Transactional,33,Resource,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,2,Somewhat disagree
test employee 20,Transactional,34,Resource,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,Disagree
test employee 20,Transactional,35,Resource,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,Somewhat disagree
test employee 20,Transactional,36,Resource,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,4,Agree
test employee 21,Executive,1,Non Manager,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,Somewhat disagree
test employee 21,Executive,2,Non Manager,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,Somewhat disagree
test employee 21,Executive,3,Non Manager,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,Somewhat agree
test employee 21,Executive,4,Non Manager,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,Somewhat disagree
test employee 21,Executive,5,Non Manager,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,Somewhat disagree
test employee 21,Executive,6,Non Manager,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,1,Disagree
test employee 21,Executive,7,Non Manager,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,Somewhat agree
test employee 21,Executive,8,Non Manager,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,3,Somewhat agree
test employee 21,Executive,9,Non Manager,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,Somewhat agree
test employee 21,Executive,10,Non Manager,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,3,Somewhat agree
test employee 21,Executive,11,Non Manager,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,1,Disagree
test employee 21,Executive,12,Non Manager,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,Somewhat disagree
test employee 21,Operational,13,Non Manager,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,Somewhat disagree
test employee 21,Operational,14,Non Manager,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,1,Disagree
test employee 21,Operational,15,Non Manager,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,Somewhat disagree
test employee 21,Operational,16,Non Manager,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,1,Disagree
test employee 21,Operational,17,Non Manager,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,Somewhat disagree
test employee 21,Operational,18,Non Manager,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,Somewhat disagree
test employee 21,Operational,19,Non Manager,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,Agree
test employee 21,Operational,20,Non Manager,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,Agree
test employee 21,Operational,21,Non Manager,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,3,Somewhat agree
test employee 21,Operational,22,Non Manager,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,Somewhat agree
test employee 21,Operational,23,Non Manager,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,Somewhat agree
test employee 21,Operational,24,Non Manager,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,Somewhat disagree
