Employee ID,Question #,Role,Tier,Tier,Element,Question Type,Question,Numeric Response,Response
test employee 16,22,Resource,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,3,3. Somewhat agree
test employee 16,23,Resource,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 16,24,Resource,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,1. Disagree
test employee 16,25,Resource,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,2. Somewhat disagree
test employee 16,26,Resource,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,3. Somewhat agree
test employee 16,27,Resource,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,2. Somewhat disagree
test employee 16,28,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,1,1. Disagree
test employee 16,29,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,2. Somewhat disagree
test employee 16,30,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,1. Disagree
test employee 16,31,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,3. Somewhat agree
test employee 16,32,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,1,1. Disagree
test employee 16,33,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,3. Somewhat agree
test employee 16,34,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,3,3. Somewhat agree
test employee 16,35,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,3,3. Somewhat agree
test employee 16,36,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,3. Somewhat agree
test employee 17,1,Resource,Executive,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,2. Somewhat disagree
test employee 17,2,Resource,Executive,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,3,3. Somewhat agree
test employee 17,3,Resource,Executive,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,3. Somewhat agree
test employee 17,4,Resource,Executive,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,3. Somewhat agree
test employee 17,5,Resource,Executive,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,2. Somewhat disagree
test employee 17,6,Resource,Executive,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,3,3. Somewhat agree
test employee 17,7,Resource,Executive,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,2. Somewhat disagree
test employee 17,8,Resource,Executive,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,2. Somewhat disagree
test employee 17,9,Resource,Executive,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,3. Somewhat agree
test employee 17,10,Resource,Executive,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,1. Disagree
test employee 17,11,Resource,Executive,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,1,1. Disagree
test employee 17,12,Resource,Executive,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,4,4. Agree
test employee 17,13,Resource,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,3. Somewhat agree
test employee 17,14,Resource,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,3,3. Somewhat agree
test employee 17,15,Resource,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,2. Somewhat disagree
test employee 17,16,Resource,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,2. Somewhat disagree
test employee 17,17,Resource,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,1. Disagree
test employee 17,18,Resource,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,1. Disagree
test employee 17,19,Resource,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,3. Somewhat agree
test employee 17,20,Resource,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,4. Agree
test employee 17,21,Resource,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,2. Somewhat disagree
test employee 17,22,Resource,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,4. Agree
test employee 17,23,Resource,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 17,24,Resource,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,1. Disagree
test employee 17,25,Resource,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,3. Somewhat agree
test employee 17,26,Resource,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,2. Somewhat disagree
test employee 17,27,Resource,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,2. Somewhat disagree
test employee 17,28,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,2. Somewhat disagree
test employee 17,29,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,3,3. Somewhat agree
test employee 17,30,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,3,3. Somewhat agree
test employee 17,31,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,3. Somewhat agree
test employee 17,32,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,2. Somewhat disagree
test employee 17,33,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,2,2. Somewhat disagree
test employee 17,34,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,2,2. Somewhat disagree
test employee 17,35,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,3,3. Somewhat agree
test employee 17,36,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,3. Somewhat agree
test employee 18,1,Resource,Executive,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,3. Somewhat agree
test employee 18,2,Resource,Executive,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,4,4. Agree
test employee 18,3,Resource,Executive,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,2. Somewhat disagree
test employee 18,4,Resource,Executive,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,3. Somewhat agree
test employee 18,5,Resource,Executive,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,2. Somewhat disagree
test employee 18,6,Resource,Executive,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,2. Somewhat disagree
test employee 18,7,Resource,Executive,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,3. Somewhat agree
test employee 18,8,Resource,Executive,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,2. Somewhat disagree
test employee 18,9,Resource,Executive,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,2. Somewhat disagree
test employee 18,10,Resource,Executive,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,1. Disagree
test employee 18,11,Resource,Executive,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,1,1. Disagree
test employee 18,12,Resource,Executive,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,2. Somewhat disagree
test employee 18,13,Resource,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,3. Somewhat agree
test employee 18,14,Resource,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,2. Somewhat disagree
test employee 18,15,Resource,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,2. Somewhat disagree
test employee 18,16,Resource,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,2. Somewhat disagree
test employee 18,17,Resource,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,2,2. Somewhat disagree
test employee 18,18,Resource,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,1,1. Disagree
test employee 18,19,Resource,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,3. Somewhat agree
test employee 18,20,Resource,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,4. Agree
test employee 18,21,Resource,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,1,1. Disagree
test employee 18,22,Resource,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,4. Agree
test employee 18,23,Resource,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 18,24,Resource,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,3,3. Somewhat agree
test employee 18,25,Resource,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,2. Somewhat disagree
test employee 18,26,Resource,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,3,3. Somewhat agree
test employee 18,27,Resource,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,2. Somewhat disagree
test employee 18,28,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,2. Somewhat disagree
test employee 18,29,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,2. Somewhat disagree
test employee 18,30,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,1. Disagree
test employee 18,31,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,3. Somewhat agree
test employee 18,32,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,1,1. Disagree
test employee 18,33,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,3. Somewhat agree
test employee 18,34,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,1. Disagree
test employee 18,35,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,2. Somewhat disagree
test employee 18,36,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,3. Somewhat agree
test employee 19,1,Resource,Executive,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,3. Somewhat agree
test employee 19,2,Resource,Executive,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,3,3. Somewhat agree
test employee 19,3,Resource,Executive,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,2. Somewhat disagree
test employee 19,4,Resource,Executive,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,2,2. Somewhat disagree
test employee 19,5,Resource,Executive,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,3,3. Somewhat agree
test employee 19,6,Resource,Executive,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,3,3. Somewhat agree
test employee 19,7,Resource,Executive,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,4,4. Agree
test employee 19,8,Resource,Executive,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,3,3. Somewhat agree
test employee 19,9,Resource,Executive,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,3. Somewhat agree
test employee 19,10,Resource,Executive,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,1,1. Disagree
test employee 19,11,Resource,Executive,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,1,1. Disagree
test employee 19,12,Resource,Executive,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,3. Somewhat agree
test employee 19,13,Resource,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,3,3. Somewhat agree
test employee 19,14,Resource,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,2. Somewhat disagree
test employee 19,15,Resource,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,1,1. Disagree
test employee 19,16,Resource,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,2. Somewhat disagree
test employee 19,17,Resource,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,1. Disagree
test employee 19,18,Resource,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,3,3. Somewhat agree
test employee 19,19,Resource,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,3. Somewhat agree
test employee 19,20,Resource,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,3,3. Somewhat agree
test employee 19,21,Resource,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,2. Somewhat disagree
test employee 19,22,Resource,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,4. Agree
test employee 19,23,Resource,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 19,24,Resource,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,1,1. Disagree
test employee 19,25,Resource,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,2. Somewhat disagree
test employee 19,26,Resource,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,2. Somewhat disagree
test employee 19,27,Resource,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,2. Somewhat disagree
test employee 19,28,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,3,3. Somewhat agree
test employee 19,29,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,2. Somewhat disagree
test employee 19,30,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,3,3. Somewhat agree
test employee 19,31,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,3. Somewhat agree
test employee 19,32,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,1,1. Disagree
test employee 19,33,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,3. Somewhat agree
test employee 19,34,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,2,2. Somewhat disagree
test employee 19,35,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,2. Somewhat disagree
test employee 19,36,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,4,4. Agree
test employee 20,1,Resource,Executive,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,3,3. Somewhat agree
test employee 20,2,Resource,Executive,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,4,4. Agree
test employee 20,3,Resource,Executive,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,3. Somewhat agree
test employee 20,4,Resource,Executive,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,4. Agree
test employee 20,5,Resource,Executive,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,2. Somewhat disagree
test employee 20,6,Resource,Executive,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,2,2. Somewhat disagree
test employee 20,7,Resource,Executive,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,3,3. Somewhat agree
test employee 20,8,Resource,Executive,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,2,2. Somewhat disagree
test employee 20,9,Resource,Executive,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,2,2. Somewhat disagree
test employee 20,10,Resource,Executive,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,2,2. Somewhat disagree
test employee 20,11,Resource,Executive,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,3,3. Somewhat agree
test employee 20,12,Resource,Executive,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,2,2. Somewhat disagree
test employee 20,13,Resource,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,2. Somewhat disagree
test employee 20,14,Resource,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,2,2. Somewhat disagree
test employee 20,15,Resource,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,2,2. Somewhat disagree
test employee 20,16,Resource,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,3,3. Somewhat agree
test employee 20,17,Resource,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,3,3. Somewhat agree
test employee 20,18,Resource,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,2. Somewhat disagree
test employee 20,19,Resource,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,3,3. Somewhat agree
test employee 20,20,Resource,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,4. Agree
test employee 20,21,Resource,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,2. Somewhat disagree
test employee 20,22,Resource,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,4. Agree
test employee 20,23,Resource,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 20,24,Resource,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,3,3. Somewhat agree
test employee 20,25,Resource,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,2,2. Somewhat disagree
test employee 20,26,Resource,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,2,2. Somewhat disagree
test employee 20,27,Resource,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,2,2. Somewhat disagree
test employee 20,28,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,2. Somewhat disagree
test employee 20,29,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,2,2. Somewhat disagree
test employee 20,30,Resource,Transactional,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,1,1. Disagree
test employee 20,31,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,3,3. Somewhat agree
test employee 20,32,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,2,2. Somewhat disagree
test employee 20,33,Resource,Transactional,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,3,3. Somewhat agree
test employee 20,34,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,1,1. Disagree
test employee 20,35,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,2,2. Somewhat disagree
test employee 20,36,Resource,Transactional,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,3,3. Somewhat agree
test employee 21,1,Non Manager,Executive,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,2,2. Somewhat disagree
test employee 21,2,Non Manager,Executive,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,2. Somewhat disagree
test employee 21,3,Non Manager,Executive,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,2,2. Somewhat disagree
test employee 21,4,Non Manager,Executive,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,3,3. Somewhat agree
test employee 21,5,Non Manager,Executive,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,2,2. Somewhat disagree
test employee 21,6,Non Manager,Executive,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,1,1. Disagree
test employee 21,7,Non Manager,Executive,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,2,2. Somewhat disagree
test employee 21,8,Non Manager,Executive,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,1,1. Disagree
test employee 21,9,Non Manager,Executive,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,3,3. Somewhat agree
test employee 21,10,Non Manager,Executive,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,2,2. Somewhat disagree
test employee 21,11,Non Manager,Executive,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,2,2. Somewhat disagree
test employee 21,12,Non Manager,Executive,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,3,3. Somewhat agree
test employee 21,13,Non Manager,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,2,2. Somewhat disagree
test employee 21,14,Non Manager,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,1,1. Disagree
test employee 21,15,Non Manager,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,3,3. Somewhat agree
test employee 21,16,Non Manager,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,2,2. Somewhat disagree
test employee 21,17,Non Manager,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,1,1. Disagree
test employee 21,18,Non Manager,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,2,2. Somewhat disagree
test employee 21,19,Non Manager,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,4,4. Agree
test employee 21,20,Non Manager,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,4,4. Agree
test employee 21,21,Non Manager,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,2,2. Somewhat disagree
test employee 21,22,Non Manager,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,4,4. Agree
test employee 21,23,Non Manager,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,3,3. Somewhat agree
test employee 21,24,Non Manager,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,2,2. Somewhat disagree
test employee 21,25,Non Manager,Transactional,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,3,3. Somewhat agree
test employee 21,26,Non Manager,Transactional,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,4,4. Agree
test employee 21,27,Non Manager,Transactional,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,3,3. Somewhat agree
test employee 21,28,Non Manager,Transactional,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,2,2. Somewhat disagree
