Company,Emlpoyee ID,Role,Tier,Element,Question Type,Question,Question num,Numeric Response,Response
Company A,test employee 15,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,2,Somewhat disagree
Company A,test employee 15,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,3,Somewhat agree
Company A,test employee 15,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,2,Somewhat disagree
Company A,test employee 15,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,3,Somewhat agree
Company A,test employee 15,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,3,Somewhat agree
Company A,test employee 16,Operational,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,3,Somewhat agree
Company A,test employee 16,Operational,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,3,Somewhat agree
Company A,test employee 16,Operational,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,3,Somewhat agree
Company A,test employee 16,Operational,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,3,Somewhat agree
Company A,test employee 16,Operational,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,3,Somewhat agree
Company A,test employee 16,Operational,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,9,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,10,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,11,2,Somewhat disagree
Company A,test employee 16,Operational,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,12,4,Agree
Company A,test employee 16,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,13,3,Somewhat agree
Company A,test employee 16,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,14,3,Somewhat agree
Company A,test employee 16,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,15,3,Somewhat agree
Company A,test employee 16,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,16,2,Somewhat disagree
Company A,test employee 16,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,17,1,Disagree
Company A,test employee 16,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,18,2,Somewhat disagree
Company A,test employee 16,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,19,2,Somewhat disagree
Company A,test employee 16,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,20,3,Somewhat agree
Company A,test employee 16,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,21,2,Somewhat disagree
Company A,test employee 16,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,22,3,Somewhat agree
Company A,test employee 16,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,23,3,Somewhat agree
Company A,test employee 16,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,24,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,25,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,26,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,27,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,28,2,Somewhat disagree
Company A,test employee 16,Operational,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,29,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,30,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,31,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,1,Disagree
Company A,test employee 16,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,3,Somewhat agree
Company A,test employee 16,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,2,Somewhat disagree
Company A,test employee 16,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,2,Somewhat disagree
Company A,test employee 16,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,4,Agree
Company A,test employee 17,Operational,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,2,Somewhat disagree
Company A,test employee 17,Operational,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,4,Agree
Company A,test employee 17,Operational,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,2,Somewhat disagree
Company A,test employee 17,Operational,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,4,Agree
Company A,test employee 17,Operational,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,2,Somewhat disagree
Company A,test employee 17,Operational,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 17,Operational,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,4,Agree
Company A,test employee 17,Operational,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,2,Somewhat disagree
Company A,test employee 17,Operational,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,9,4,Agree
Company A,test employee 17,Operational,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,10,1,Disagree
Company A,test employee 17,Operational,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,11,3,Somewhat agree
Company A,test employee 17,Operational,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,12,3,Somewhat agree
Company A,test employee 17,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,13,3,Somewhat agree
Company A,test employee 17,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,14,3,Somewhat agree
Company A,test employee 17,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,15,3,Somewhat agree
Company A,test employee 17,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,16,2,Somewhat disagree
Company A,test employee 17,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,17,3,Somewhat agree
Company A,test employee 17,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,18,1,Disagree
Company A,test employee 17,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,19,4,Agree
Company A,test employee 17,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,20,3,Somewhat agree
Company A,test employee 17,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,21,1,Disagree
Company A,test employee 17,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,22,4,Agree
Company A,test employee 17,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,23,3,Somewhat agree
Company A,test employee 17,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,24,1,Disagree
Company A,test employee 17,Operational,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,25,2,Somewhat disagree
Company A,test employee 17,Operational,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,26,2,Somewhat disagree
Company A,test employee 17,Operational,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,27,2,Somewhat disagree
Company A,test employee 17,Operational,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,28,2,Somewhat disagree
Company A,test employee 17,Operational,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,29,3,Somewhat agree
Company A,test employee 17,Operational,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,30,2,Somewhat disagree
Company A,test employee 17,Operational,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,31,3,Somewhat agree
Company A,test employee 17,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,1,Disagree
Company A,test employee 17,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,3,Somewhat agree
Company A,test employee 17,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,1,Disagree
Company A,test employee 17,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,3,Somewhat agree
Company A,test employee 17,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,3,Somewhat agree
Company A,test employee 18,Operational,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,4,Agree
Company A,test employee 18,Operational,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,3,Somewhat agree
Company A,test employee 18,Operational,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,3,Somewhat agree
Company A,test employee 18,Operational,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,4,Agree
Company A,test employee 18,Operational,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,9,4,Agree
Company A,test employee 18,Operational,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,10,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,11,2,Somewhat disagree
Company A,test employee 18,Operational,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,12,2,Somewhat disagree
Company A,test employee 18,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,13,4,Agree
Company A,test employee 18,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,14,2,Somewhat disagree
Company A,test employee 18,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,15,3,Somewhat agree
Company A,test employee 18,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,16,2,Somewhat disagree
Company A,test employee 18,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,17,3,Somewhat agree
Company A,test employee 18,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,18,1,Disagree
Company A,test employee 18,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,19,2,Somewhat disagree
Company A,test employee 18,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,20,3,Somewhat agree
Company A,test employee 18,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,21,3,Somewhat agree
Company A,test employee 18,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,22,3,Somewhat agree
Company A,test employee 18,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,23,3,Somewhat agree
Company A,test employee 18,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,24,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,25,3,Somewhat agree
Company A,test employee 18,Operational,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,26,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,27,3,Somewhat agree
Company A,test employee 18,Operational,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,28,1,Disagree
Company A,test employee 18,Operational,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,29,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,30,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,31,3,Somewhat agree
Company A,test employee 18,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,1,Disagree
Company A,test employee 18,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,1,Disagree
Company A,test employee 18,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,2,Somewhat disagree
Company A,test employee 18,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,3,Somewhat agree
Company A,test employee 19,Operational,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,3,Somewhat agree
Company A,test employee 19,Operational,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,4,Agree
Company A,test employee 19,Operational,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,3,Somewhat agree
Company A,test employee 19,Operational,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,3,Somewhat agree
Company A,test employee 19,Operational,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,3,Somewhat agree
Company A,test employee 19,Operational,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 19,Operational,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,2,Somewhat disagree
Company A,test employee 19,Operational,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,2,Somewhat disagree
Company A,test employee 19,Operational,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,9,4,Agree
Company A,test employee 19,Operational,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,10,1,Disagree
Company A,test employee 19,Operational,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,11,2,Somewhat disagree
Company A,test employee 19,Operational,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,12,4,Agree
Company A,test employee 19,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,13,2,Somewhat disagree
Company A,test employee 19,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,14,3,Somewhat agree
Company A,test employee 19,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,15,2,Somewhat disagree
Company A,test employee 19,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,16,2,Somewhat disagree
Company A,test employee 19,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,17,1,Disagree
Company A,test employee 19,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,18,2,Somewhat disagree
Company A,test employee 19,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,19,2,Somewhat disagree
Company A,test employee 19,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,20,3,Somewhat agree
Company A,test employee 19,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,21,1,Disagree
Company A,test employee 19,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,22,3,Somewhat agree
Company A,test employee 19,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,23,3,Somewhat agree
Company A,test employee 19,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,24,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,25,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,26,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,27,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,28,2,Somewhat disagree
Company A,test employee 19,Operational,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,29,2,Somewhat disagree
Company A,test employee 19,Operational,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,30,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,31,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,2,Somewhat disagree
Company A,test employee 19,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,2,Somewhat disagree
Company A,test employee 19,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,3,Somewhat agree
Company A,test employee 19,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,3,Somewhat agree
Company A,test employee 20,Operational,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,4,Agree
Company A,test employee 20,Operational,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,3,Somewhat agree
Company A,test employee 20,Operational,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,CAMPAIGN / Engagement,Benefit,Are work managers successfully translating the right ideas into the right languages?,9,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,KNOWL MGMT / Transparency,Information,Is a “best place to work” story coming through clearly in communications?,10,1,Disagree
Company A,test employee 20,Operational,Executive,KNOWL MGMT / Transparency,Behavior,Do employees have simple always-on access to a dashboard & scorecard of change initiatives?,11,2,Somewhat disagree
Company A,test employee 20,Operational,Executive,KNOWL MGMT / Transparency,Benefit,Is knowledge development clearly identified as both a requirement and an opportunity?,12,2,Somewhat disagree
Company A,test employee 20,Operational,Operational,BUS ARCH / Transitions,Information,Can staff see and promptly recognize plan modifications that change their own expected contribution?,13,4,Agree
Company A,test employee 20,Operational,Operational,BUS ARCH / Transitions,Behavior,Can staff contribute easily to the business process designs?,14,3,Somewhat agree
Company A,test employee 20,Operational,Operational,BUS ARCH / Transitions,Benefit,Is a performance management system used to support talent and skill development for change?,15,1,Disagree
Company A,test employee 20,Operational,Operational,CONFIG’N / Orchestration,Information,Does each distinctive contributor (individual or workgroup) have a profile of their role capability that is easily discoverable  company-wide?,16,2,Somewhat disagree
Company A,test employee 20,Operational,Operational,CONFIG’N / Orchestration,Behavior,Do terms of cooperative agreement usually frame requests and discussions  for collaboration?,17,2,Somewhat disagree
Company A,test employee 20,Operational,Operational,CONFIG’N / Orchestration,Benefit,Are stakeholders routinely acknowledged for their performance and impact as collaborators?,18,2,Somewhat disagree
Company A,test employee 20,Operational,Operational,DESIGN / Scope,Information,Are program managers usually part of the change design team?,19,3,Somewhat agree
Company A,test employee 20,Operational,Operational,DESIGN / Scope,Behavior,Is impact analysis of proposals done before approvals occur?,20,3,Somewhat agree
Company A,test employee 20,Operational,Operational,DESIGN / Scope,Benefit,Are all participants invited to join the impact assessment?,21,3,Somewhat agree
Company A,test employee 20,Operational,Operational,DEV / Completeness,Information,Are projects sized for deliverability instead of for other reasons?,22,3,Somewhat agree
Company A,test employee 20,Operational,Operational,DEV / Completeness,Behavior,Is production defined by deliverables more than by process?,23,3,Somewhat agree
Company A,test employee 20,Operational,Operational,DEV / Completeness,Benefit,Do new proposals usually incorporate the output of other current or proposed changes?,24,2,Somewhat disagree
Company A,test employee 20,Operational,Transactional,AGILITY / Systems,Information,Are both legacy and new methods being adapted to prioritize change execution (not just business-as-usual) effects?,25,2,Somewhat disagree
Company A,test employee 20,Operational,Transactional,AGILITY / Systems,Behavior,Does recommended practice accept a range of methods for meeting  objectives?,26,2,Somewhat disagree
Company A,test employee 20,Operational,Transactional,AGILITY / Systems,Benefit,Do workers have sufficient autonomy to create solution proposals for any change?,27,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,VALUE NTWKG / Execution,Information,Can functional workgroups confidently take on a full time posture as service providers?,28,2,Somewhat disagree
Company A,test employee 20,Operational,Transactional,VALUE NTWKG / Execution,Behavior,Do all “collaborators” accept equal accountability in agreeing to share work?,29,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,VALUE NTWKG / Execution,Benefit,Is leadership recognized independently of job titles?,30,1,Disagree
Company A,test employee 20,Operational,Transactional,STAKEHOLDER ROI / Feedback,Information,Are all workgroup members able to see when they should initiate adjustments among the workgroup?,31,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,STAKEHOLDER ROI / Feedback,Behavior,Does performance evaluation of processing recognize a range of outcomes as being valuable?,32,1,Disagree
Company A,test employee 20,Operational,Transactional,STAKEHOLDER ROI / Feedback,Benefit,Is the individual’s employment security increased with commitments to change initiatives?,33,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,CAPABILITY MATURITY / Learning,Information,Is always-on user and technical support explicitly established to help FTEs manage change?,34,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,CAPABILITY MATURITY / Learning,Behavior,Are professional development allowances protected from other competing pressures of demand?,35,3,Somewhat agree
Company A,test employee 20,Operational,Transactional,CAPABILITY MATURITY / Learning,Benefit,Are individuals free to join learning programs for changes where they do not also have assignments?,36,4,Agree
Company A,test employee 21,Transactional,Executive,STRATEGY / Credibility,Information,Are key influencers regularly speaking for themselves in the public communications?,1,2,Somewhat disagree
Company A,test employee 21,Transactional,Executive,STRATEGY / Credibility,Behavior,Is all or most communication explicitly published by an executive level change leader?,2,1,Disagree
Company A,test employee 21,Transactional,Executive,STRATEGY / Credibility,Benefit,Can participants see alignment of their preferences and responsibilities as influencers?,3,2,Somewhat disagree
Company A,test employee 21,Transactional,Executive,PORTFOLIO / Progress,Information,Can participants easily see where their own impact is benefiting progress?,4,3,Somewhat agree
Company A,test employee 21,Transactional,Executive,PORTFOLIO / Progress,Behavior,Do management leads show collaboration with each other in discussions and decisions?,5,3,Somewhat agree
Company A,test employee 21,Transactional,Executive,PORTFOLIO / Progress,Benefit,Are proposed impacts described both as outcomes and support?,6,2,Somewhat disagree
Company A,test employee 21,Transactional,Executive,CAMPAIGN / Engagement,Information,Does messaging consistently treat change effort as being driven by stakeholders’ benefits?,7,3,Somewhat agree
Company A,test employee 21,Transactional,Executive,CAMPAIGN / Engagement,Behavior,Are existing legacy communication channels directing staff to the shared change tracking?,8,1,Disagree
